SESSIONKEY,USERID,AGENTLOCATIONID,SESSIONSTARTDATE,LASTTXNDATE,SESSIONDATELOCAL,FUNCTIONID,LOGINKEY,REMOTEADDRESS,TXNREFNO,SESSIONSTATUS,SESSIONDATELOCALLASTACCSSED,OTPNO
gz18288084049210,10005amalt,784101,15/10/18 04:40,15/10/18 04:40,15/10/18 08:40,6105,1888985321433640,10.45.0.163, ,1,15/10/18 08:40,
or18288084058910,10005amalt,784101,15/10/18 04:40,15/10/18 04:40,15/10/18 08:40,6105,1888985321433640,10.45.0.163, ,1,15/10/18 08:40,
wo18288084113064,10005amalt,784101,15/10/18 04:41,15/10/18 04:41,15/10/18 08:41,6105,1888985321433640,10.45.0.163, ,1,15/10/18 08:41,
ls18288084157760,10005amalt,784101,15/10/18 04:41,15/10/18 04:41,15/10/18 08:41,6105,1888985321433640,10.45.0.163, ,1,15/10/18 08:41,
vm18288084222651,10005divyas,784101,15/10/18 04:42,15/10/18 04:42,15/10/18 08:42,6105,1888677227896800,10.45.0.210, ,1,15/10/18 08:42,
sl18288084231186,10005divyas,784101,15/10/18 04:42,15/10/18 04:42,15/10/18 08:42,6105,1888677227896800,10.45.0.210, ,1,15/10/18 08:42,
qf18288085034310,10005divyas,784101,15/10/18 04:50,15/10/18 04:50,15/10/18 08:50,6105,1888677227896800,10.45.0.210, ,1,15/10/18 08:50,
dc18288090619913,10005divyas,784101,15/10/18 05:06,15/10/18 05:06,15/10/18 09:06,6105,1888677227896800,10.45.0.210, ,1,15/10/18 09:06,
gy18282015125428,10005divyas,784101,09/10/18 09:51,09/10/18 09:51,09/10/18 13:51,6105,1882740527990010,10.45.0.185, ,1,09/10/18 13:51,
xs18282015202941,10005divyas,784101,09/10/18 09:52,09/10/18 09:52,09/10/18 13:52,6105,1882740527990010,10.45.0.185, ,1,09/10/18 13:52,
cu18282020003461,10005ajithm,784101,09/10/18 10:00,09/10/18 10:00,09/10/18 14:00,6105,1882935411447260,10.45.0.152, ,1,09/10/18 14:00,
zg18282021039881,10005ajithm,784101,09/10/18 10:10,09/10/18 10:10,09/10/18 14:10,6105,1882935411447260,10.45.0.152, ,1,09/10/18 14:10,
zb18282021150112,10005ajithm,784101,09/10/18 10:11,09/10/18 10:11,09/10/18 14:11,6105,1882935411447260,10.45.0.152, ,1,09/10/18 14:11,
db18282021944241,10005ajithm,784101,09/10/18 10:19,09/10/18 10:19,09/10/18 14:19,6105,1882935411447260,10.45.0.152, ,1,09/10/18 14:19,
ga18282022654995,10005ajithm,784101,09/10/18 10:26,09/10/18 10:26,09/10/18 14:26,6105,1882935411447260,10.45.0.152, ,1,09/10/18 14:26,
za18282031814539,10005amalt,784101,09/10/18 11:18,09/10/18 11:18,09/10/18 15:18,6105,1882248073871510,10.45.0.163, ,1,09/10/18 15:18,
hd18282031820415,10005amalt,784101,09/10/18 11:18,09/10/18 11:18,09/10/18 15:18,6105,1882248073871510,10.45.0.163, ,1,09/10/18 15:18,
yv18282031832767,10005amalt,784101,09/10/18 11:18,09/10/18 11:18,09/10/18 15:18,6105,1882248073871510,10.45.0.163, ,1,09/10/18 15:18,
ih18282031854638,10005amalt,784101,09/10/18 11:18,09/10/18 11:18,09/10/18 15:18,6105,1882248073871510,10.45.0.163, ,1,09/10/18 15:18,
ei18282031901469,10005amalt,784101,09/10/18 11:19,09/10/18 11:19,09/10/18 15:19,6105,1882248073871510,10.45.0.163, ,1,09/10/18 15:19,
fg18282033416756,10005amalt,784101,09/10/18 11:34,09/10/18 11:34,09/10/18 15:34,6105,1882795619596750,10.45.0.210, ,1,09/10/18 15:34,
ue18282033421201,10005amalt,784101,09/10/18 11:34,09/10/18 11:34,09/10/18 15:34,6105,1882795619596750,10.45.0.210, ,1,09/10/18 15:34,
us18282033509328,10005amalt,784101,09/10/18 11:35,09/10/18 11:35,09/10/18 15:35,6105,1882795619596750,10.45.0.210, ,1,09/10/18 15:35,
ae18282033513767,10005amalt,784101,09/10/18 11:35,09/10/18 11:35,09/10/18 15:35,6105,1882795619596750,10.45.0.210, ,1,09/10/18 15:35,
xy18282033912750,10005divyas,784101,09/10/18 11:39,09/10/18 11:39,09/10/18 15:39,6105,1882380452590200,10.45.0.185, ,1,09/10/18 15:39,
ch18282033927182,10005divyas,784101,09/10/18 11:39,09/10/18 11:39,09/10/18 15:39,6105,1882380452590200,10.45.0.185, ,1,09/10/18 15:39,
bb18282034001224,10005divyas,784101,09/10/18 11:40,09/10/18 11:40,09/10/18 15:40,6105,1882380452590200,10.45.0.185, ,1,09/10/18 15:40,
cr18282034106011,10005divyas,784101,09/10/18 11:41,09/10/18 11:41,09/10/18 15:41,6105,1882380452590200,10.45.0.185, ,1,09/10/18 15:41,
yd18282034121424,10005divyas,784101,09/10/18 11:41,09/10/18 11:41,09/10/18 15:41,6105,1882380452590200,10.45.0.185, ,1,09/10/18 15:41,
tb18282034127886,10005divyas,784101,09/10/18 11:41,09/10/18 11:41,09/10/18 15:41,6105,1882380452590200,10.45.0.185, ,1,09/10/18 15:41,
zb18282034136846,10005divyas,784101,09/10/18 11:41,09/10/18 11:41,09/10/18 15:41,6105,1882380452590200,10.45.0.185, ,1,09/10/18 15:41,
la18282034447184,10005amalt,784101,09/10/18 11:44,09/10/18 11:44,09/10/18 15:44,6105,1882795619596750,10.45.0.210, ,1,09/10/18 15:44,
lt18282034610501,10005amalt,784101,09/10/18 11:46,09/10/18 11:46,09/10/18 15:46,6105,1882795619596750,10.45.0.210, ,1,09/10/18 15:46,
ih18282034628943,10005amalt,784101,09/10/18 11:46,09/10/18 11:46,09/10/18 15:46,6105,1882795619596750,10.45.0.210, ,1,09/10/18 15:46,
bx18282034640203,10005amalt,784101,09/10/18 11:46,09/10/18 11:46,09/10/18 15:46,6105,1882795619596750,10.45.0.210, ,1,09/10/18 15:46,
nz18282035006676,10005amalt,784101,09/10/18 11:50,09/10/18 11:50,09/10/18 15:50,6105,1882445008219810,10.45.0.210, ,1,09/10/18 15:50,
lx18282035014462,10005amalt,784101,09/10/18 11:50,09/10/18 11:50,09/10/18 15:50,6105,1882445008219810,10.45.0.210, ,1,09/10/18 15:50,
zf18282040016706,10005amalt,784101,09/10/18 12:00,09/10/18 12:00,09/10/18 16:00,6105,1882289221313840,10.45.0.210, ,1,09/10/18 16:00,
ji18282040055770,10005divyas,784101,09/10/18 12:00,09/10/18 12:00,09/10/18 16:00,6105,1882774979917070,10.45.0.163, ,1,09/10/18 16:00,
bb18282040102963,10005amalt,784101,09/10/18 12:01,09/10/18 12:01,09/10/18 16:01,6105,1882643363672970,10.45.0.210, ,1,09/10/18 16:01,
sg18282040106771,10005amalt,784101,09/10/18 12:01,09/10/18 12:01,09/10/18 16:01,6105,1882643363672970,10.45.0.210, ,1,09/10/18 16:01,
gr18282040111102,10005divyas,784101,09/10/18 12:01,09/10/18 12:01,09/10/18 16:01,6105,1882774979917070,10.45.0.163, ,1,09/10/18 16:01,
xh18282040119613,10005amalt,784101,09/10/18 12:01,09/10/18 12:01,09/10/18 16:01,6105,1882643363672970,10.45.0.210, ,1,09/10/18 16:01,
jp18282040311638,10005amalt,784101,09/10/18 12:03,09/10/18 12:03,09/10/18 16:03,6105,1882643363672970,10.45.0.210, ,1,09/10/18 16:03,
jq18282041440079,10005divyas,784101,09/10/18 12:14,09/10/18 12:14,09/10/18 16:14,6105,1882774979917070,10.45.0.163, ,1,09/10/18 16:14,
ad18282041444297,10005divyas,784101,09/10/18 12:14,09/10/18 12:14,09/10/18 16:14,6105,1882774979917070,10.45.0.163, ,1,09/10/18 16:14,
lw18283084541506,10005amalt,784101,10/10/18 04:45,10/10/18 04:45,10/10/18 08:45,6105,1883335285029020,10.45.0.210, ,1,10/10/18 08:45,
qt18283084546225,10005amalt,784101,10/10/18 04:45,10/10/18 04:45,10/10/18 08:45,6105,1883335285029020,10.45.0.210, ,1,10/10/18 08:45,
qc18283085333100,10005amalt,784101,10/10/18 04:53,10/10/18 04:53,10/10/18 08:53,6105,1883983531970880,10.45.0.210, ,1,10/10/18 08:53,
qz18283085339052,10005amalt,784101,10/10/18 04:53,10/10/18 04:53,10/10/18 08:53,6105,1883983531970880,10.45.0.210, ,1,10/10/18 08:53,
fp18283085403006,10005amalt,784101,10/10/18 04:54,10/10/18 04:54,10/10/18 08:54,6105,1883983531970880,10.45.0.210, ,1,10/10/18 08:54,
an18283085406650,10005amalt,784101,10/10/18 04:54,10/10/18 04:54,10/10/18 08:54,6105,1883983531970880,10.45.0.210, ,1,10/10/18 08:54,
oy18283091448369,10005amalt,784101,10/10/18 05:14,10/10/18 05:14,10/10/18 09:14,6105,1883983531970880,10.45.0.210, ,1,10/10/18 09:14,
ic18283091450643,10005amalt,784101,10/10/18 05:14,10/10/18 05:14,10/10/18 09:14,6105,1883983531970880,10.45.0.210, ,1,10/10/18 09:14,
jb18283091457336,10005amalt,784101,10/10/18 05:14,10/10/18 05:14,10/10/18 09:14,6105,1883983531970880,10.45.0.210, ,1,10/10/18 09:14,
dd18283094943710,10005amalt,784101,10/10/18 05:49,10/10/18 05:49,10/10/18 09:49,6105,1883586265140930,10.45.0.210, ,1,10/10/18 09:49,
hr18283094948326,10005amalt,784101,10/10/18 05:49,10/10/18 05:49,10/10/18 09:49,6105,1883586265140930,10.45.0.210, ,1,10/10/18 09:49,
lf18283095615349,10005amalt,784101,10/10/18 05:56,10/10/18 05:56,10/10/18 09:56,6105,1883586265140930,10.45.0.210, ,1,10/10/18 09:56,
pl18283095702619,10005amalt,784101,10/10/18 05:57,10/10/18 05:57,10/10/18 09:57,6105,1883586265140930,10.45.0.210, ,1,10/10/18 09:57,
nd18283105523024,10005amalt,784101,10/10/18 06:55,10/10/18 06:55,10/10/18 10:55,6105,1883330030648560,10.45.0.163, ,1,10/10/18 10:55,
cf18283105539945,10005amalt,784101,10/10/18 06:55,10/10/18 06:55,10/10/18 10:55,6105,1883330030648560,10.45.0.163, ,1,10/10/18 10:55,
vi18283105604624,10005amalt,784101,10/10/18 06:56,10/10/18 06:56,10/10/18 10:56,6105,1883330030648560,10.45.0.163, ,1,10/10/18 10:56,
ph18283021928484,10005amalt,784101,10/10/18 10:19,10/10/18 10:19,10/10/18 14:19,6105,1883463321555760,10.45.0.163, ,1,10/10/18 14:19,
fp18283021932538,10005amalt,784101,10/10/18 10:19,10/10/18 10:19,10/10/18 14:19,6105,1883463321555760,10.45.0.163, ,1,10/10/18 14:19,
il18283022417141,10005divyas,784101,10/10/18 10:24,10/10/18 10:24,10/10/18 14:24,6105,1883603642249800,10.45.0.163, ,1,10/10/18 14:24,
ja18283022421338,10005divyas,784101,10/10/18 10:24,10/10/18 10:24,10/10/18 14:24,6105,1883603642249800,10.45.0.163, ,1,10/10/18 14:24,
hd18283022452155,10005divyas,784101,10/10/18 10:24,10/10/18 10:24,10/10/18 14:24,6105,1883603642249800,10.45.0.163, ,1,10/10/18 14:24,
xt18283022458190,10005amalt,784101,10/10/18 10:24,10/10/18 10:24,10/10/18 14:24,6105,1883320321046120,10.45.0.210, ,1,10/10/18 14:24,
il18283022501872,10005divyas,784101,10/10/18 10:25,10/10/18 10:25,10/10/18 14:25,6105,1883603642249800,10.45.0.163, ,1,10/10/18 14:25,
hy18283022502556,10005amalt,784101,10/10/18 10:25,10/10/18 10:25,10/10/18 14:25,6105,1883320321046120,10.45.0.210, ,1,10/10/18 14:25,
pn18283023450184,10005divyas,784101,10/10/18 10:34,10/10/18 10:34,10/10/18 14:34,6105,1883603642249800,10.45.0.163, ,1,10/10/18 14:34,
qh18283023505339,10005divyas,784101,10/10/18 10:35,10/10/18 10:35,10/10/18 14:35,6105,1883603642249800,10.45.0.163, ,1,10/10/18 14:35,
mq18283024305715,10005amalt,784101,10/10/18 10:43,10/10/18 10:43,10/10/18 14:43,6105,1883320321046120,10.45.0.210, ,1,10/10/18 14:43,
js18283025656300,10005divyas,784101,10/10/18 10:56,10/10/18 10:56,10/10/18 14:56,6105,1883603642249800,10.45.0.163, ,1,10/10/18 14:56,
ez18283025700181,10005divyas,784101,10/10/18 10:57,10/10/18 10:57,10/10/18 14:57,6105,1883603642249800,10.45.0.163, ,1,10/10/18 14:57,
qp18283040604388,10005amalt,784101,10/10/18 12:06,10/10/18 12:06,10/10/18 16:06,6105,1883224928239330,10.45.0.163, ,1,10/10/18 16:06,
aa18283040616278,10005amalt,784101,10/10/18 12:06,10/10/18 12:06,10/10/18 16:06,6105,1883224928239330,10.45.0.163, ,1,10/10/18 16:06,
lm18283040634213,10005amalt,784101,10/10/18 12:06,10/10/18 12:06,10/10/18 16:06,6105,1883224928239330,10.45.0.163, ,1,10/10/18 16:06,
xr18283040655691,10005amalt,784101,10/10/18 12:06,10/10/18 12:06,10/10/18 16:06,6105,1883224928239330,10.45.0.163, ,1,10/10/18 16:06,
zd18283040659332,10005amalt,784101,10/10/18 12:06,10/10/18 12:06,10/10/18 16:06,6105,1883224928239330,10.45.0.163, ,1,10/10/18 16:06,
ya18283040706932,10005amalt,784101,10/10/18 12:07,10/10/18 12:07,10/10/18 16:07,6105,1883224928239330,10.45.0.163, ,1,10/10/18 16:07,
zg18283040742661,10005amalt,784101,10/10/18 12:07,10/10/18 12:07,10/10/18 16:07,6105,1883224928239330,10.45.0.163, ,1,10/10/18 16:07,
hj18283040801787,10005amalt,784101,10/10/18 12:08,10/10/18 12:08,10/10/18 16:08,6105,1883224928239330,10.45.0.163, ,1,10/10/18 16:08,
tm18282034708892,10005amalt,784101,09/10/18 11:47,09/10/18 11:47,09/10/18 15:47,6101,1882258736492330,10.45.0.163, ,1,09/10/18 15:47,
fr18282034714463,10005amalt,784101,09/10/18 11:47,09/10/18 11:47,09/10/18 15:47,6101,1882258736492330,10.45.0.163, ,1,09/10/18 15:47,
wx18282034757284,10005amalt,784101,09/10/18 11:47,09/10/18 11:47,09/10/18 15:47,6101,1882258736492330,10.45.0.163, ,1,09/10/18 15:47,
ip18313101524354,10005amalt,784101,09/11/18 06:15,09/11/18 06:15,09/11/18 10:15,6101,1813635102213660,10.45.0.129, ,1,09/11/18 10:15,
bx18313101544326,10005amalt,784101,09/11/18 06:15,09/11/18 06:15,09/11/18 10:15,6101,1813635102213660,10.45.0.129, ,1,09/11/18 10:15,
pf18313101724662,10005amalt,784101,09/11/18 06:17,09/11/18 06:17,09/11/18 10:17,6101,1813635102213660,10.45.0.129, ,1,09/11/18 10:17,
jr18313101745149,10005amalt,784101,09/11/18 06:17,09/11/18 06:17,09/11/18 10:17,6101,1813635102213660,10.45.0.129, ,1,09/11/18 10:17,
oq18313101808409,10005amalt,784101,09/11/18 06:18,09/11/18 06:18,09/11/18 10:18,6101,1813635102213660,10.45.0.129, ,1,09/11/18 10:18,
as18313101952298,10005amalt,784101,09/11/18 06:19,09/11/18 06:19,09/11/18 10:19,6101,1813635102213660,10.45.0.129, ,1,09/11/18 10:19,
nc18313102025405,10005amalt,784101,09/11/18 06:20,09/11/18 06:20,09/11/18 10:20,6101,1813635102213660,10.45.0.129, ,1,09/11/18 10:20,
ck18313102048110,10005amalt,784101,09/11/18 06:20,09/11/18 06:20,09/11/18 10:20,6101,1813635102213660,10.45.0.129, ,1,09/11/18 10:20,
bd18313102058540,10005amalt,784101,09/11/18 06:20,09/11/18 06:20,09/11/18 10:20,6101,1813635102213660,10.45.0.129, ,1,09/11/18 10:20,
uh18313102106829,10005amalt,784101,09/11/18 06:21,09/11/18 06:21,09/11/18 10:21,6101,1813635102213660,10.45.0.129, ,1,09/11/18 10:21,
qi18313103309438,10005amalt,784101,09/11/18 06:33,09/11/18 06:33,09/11/18 10:33,6101,1813635102213660,10.45.0.129, ,1,09/11/18 10:33,
qf18313103314936,10005amalt,784101,09/11/18 06:33,09/11/18 06:33,09/11/18 10:33,6101,1813635102213660,10.45.0.129, ,1,09/11/18 10:33,
st18313103756819,10005amalt,784101,09/11/18 06:37,09/11/18 06:37,09/11/18 10:37,6101,1813635102213660,10.45.0.129, ,1,09/11/18 10:37,
gr18313103805298,10005amalt,784101,09/11/18 06:38,09/11/18 06:38,09/11/18 10:38,6101,1813635102213660,10.45.0.129, ,1,09/11/18 10:38,
gd18313103923206,10005amalt,784101,09/11/18 06:39,09/11/18 06:39,09/11/18 10:39,6101,1813635102213660,10.45.0.129, ,1,09/11/18 10:39,
zk18313103931339,10005amalt,784101,09/11/18 06:39,09/11/18 06:39,09/11/18 10:39,6101,1813635102213660,10.45.0.129, ,1,09/11/18 10:39,
te18313104236060,10005amalt,784101,09/11/18 06:42,09/11/18 06:42,09/11/18 10:42,6101,1813635102213660,10.45.0.129, ,1,09/11/18 10:42,
ga18313104320750,10005amalt,784101,09/11/18 06:43,09/11/18 06:43,09/11/18 10:43,6101,1813635102213660,10.45.0.129, ,1,09/11/18 10:43,
fy18249112332896,10005divyas,784101,06/09/18 07:23,06/09/18 07:23,06/09/18 11:23,6065,1849416574132980,10.45.0.179, ,1,06/09/18 11:23,
rm18250014628913,10005cini,784101,07/09/18 09:46,07/09/18 09:46,07/09/18 13:46,6065,1850613967661270,10.45.0.179, ,1,07/09/18 13:46,
tl18250021551458,10005cinim,784101,07/09/18 10:15,07/09/18 10:15,07/09/18 14:15,6065,1850788414055600,10.45.0.179, ,1,07/09/18 14:15,
dq18263012454198,10005amalt,784101,20/09/18 09:24,20/09/18 09:24,20/09/18 13:24,6063,1863902490438820,10.45.0.163, ,1,20/09/18 13:24,
ux18313100011141,10005amalt,784101,09/11/18 06:00,09/11/18 06:00,09/11/18 10:00,6063,1813635102213660,10.45.0.129, ,1,09/11/18 10:00,
ve18313100016649,10005amalt,784101,09/11/18 06:00,09/11/18 06:00,09/11/18 10:00,6063,1813635102213660,10.45.0.129, ,1,09/11/18 10:00,
jg18285023633334,10005sebin,784101,12/10/18 10:36,12/10/18 10:36,12/10/18 14:36,6063,1885743292487360,10.45.0.151, ,1,12/10/18 14:36,
kz18285023647003,10005sebin,784101,12/10/18 10:36,12/10/18 10:36,12/10/18 14:36,6063,1885743292487360,10.45.0.151, ,1,12/10/18 14:36,
xx18285023752742,10005sebin,784101,12/10/18 10:37,12/10/18 10:37,12/10/18 14:37,6063,1885743292487360,10.45.0.151, ,1,12/10/18 14:37,
jd18285023754004,10005sebin,784101,12/10/18 10:37,12/10/18 10:37,12/10/18 14:37,6063,1885743292487360,10.45.0.151, ,1,12/10/18 14:37,
er18285023806736,10005sebin,784101,12/10/18 10:38,12/10/18 10:38,12/10/18 14:38,6063,1885743292487360,10.45.0.151, ,1,12/10/18 14:38,
qw18285023807953,10005sebin,784101,12/10/18 10:38,12/10/18 10:38,12/10/18 14:38,6063,1885743292487360,10.45.0.151, ,1,12/10/18 14:38,
wo18285023809175,10005sebin,784101,12/10/18 10:38,12/10/18 10:38,12/10/18 14:38,6063,1885743292487360,10.45.0.151, ,1,12/10/18 14:38,
ho18285023809720,10005sebin,784101,12/10/18 10:38,12/10/18 10:38,12/10/18 14:38,6063,1885743292487360,10.45.0.151, ,1,12/10/18 14:38,
tq18285023810058,10005sebin,784101,12/10/18 10:38,12/10/18 10:38,12/10/18 14:38,6063,1885743292487360,10.45.0.151, ,1,12/10/18 14:38,
rw18285041335603,10005amalt,784101,12/10/18 12:13,12/10/18 12:13,12/10/18 16:13,6063,1885468615826520,10.45.0.163, ,1,12/10/18 16:13,
td18283110800073,10005amalt,784101,10/10/18 07:08,10/10/18 07:08,10/10/18 11:08,6063,1883330030648560,10.45.0.163, ,1,10/10/18 11:08,
js18309094336486,10005amal,634214,05/11/18 05:43,05/11/18 05:43,05/11/18 08:43,6060,1809148086237100,10.45.0.164, ,1,05/11/18 08:43,
qj18284011551782,10005smithas,356260,05/09/18 09:15,05/09/18 09:15,05/09/18 14:45,3337,1884990265534100,172.30.20.149, ,1,05/09/18 14:45,
jq18284111443677,10005cinim,356260,05/09/18 07:14,05/09/18 07:14,05/09/18 12:44,3333,1884612987542660,10.45.0.179, ,1,05/09/18 12:44,
sw18284011415057,10005smithas,356260,05/09/18 09:14,05/09/18 09:14,05/09/18 14:44,3013,1884990265534100,172.30.20.149, ,1,05/09/18 14:44,
uy18284011428441,10005smithas,356260,05/09/18 09:14,05/09/18 09:14,05/09/18 14:44,3013,1884990265534100,172.30.20.149, ,1,05/09/18 14:44,
gz18260013403772,10005cinim,784101,17/09/18 09:34,17/09/18 09:34,17/09/18 13:34,3010,1860676514249960,10.45.0.179, ,1,17/09/18 13:34,
xv18260024348755,10005cinim,784101,17/09/18 10:43,17/09/18 10:43,17/09/18 14:43,3010,1860814867050680,10.45.0.179, ,1,17/09/18 14:43,
ql18260025334148,10005cinim,784101,17/09/18 10:53,17/09/18 10:53,17/09/18 14:53,3010,1860289102660260,10.45.0.179, ,1,17/09/18 14:53,
ou18260030142266,10005cinim,784101,17/09/18 11:01,17/09/18 11:01,17/09/18 15:01,3010,1860363484559860,10.45.0.179, ,1,17/09/18 15:01,
el18260030257024,10005cinim,784101,17/09/18 11:02,17/09/18 11:02,17/09/18 15:02,3010,1860363484559860,10.45.0.179, ,1,17/09/18 15:02,
zp18260023817865,10005cinim,784101,17/09/18 10:38,17/09/18 10:38,17/09/18 14:38,3010,1860219270521130,10.45.0.179, ,1,17/09/18 14:38,
ue18260031906280,10005cinim,784101,17/09/18 11:19,17/09/18 11:19,17/09/18 15:19,3010,1860933383447180,10.45.0.179, ,1,17/09/18 15:19,
gw18260040138685,10005cinim,784101,17/09/18 12:01,17/09/18 12:01,17/09/18 16:01,3010,1860461049087200,10.45.0.179, ,1,17/09/18 16:01,
ae18260040826413,10005cinim,784101,17/09/18 12:08,17/09/18 12:08,17/09/18 16:08,3010,1860480397294970,10.45.0.179, ,1,17/09/18 16:08,
ie18269110927704,10005cinim,784101,26/09/18 07:09,26/09/18 07:09,26/09/18 11:09,3010,1869801763268140,10.45.0.179, ,1,26/09/18 11:09,
td18269125629002,10005cinim,784101,26/09/18 08:56,26/09/18 08:56,26/09/18 12:56,3010,1869766264487050,10.45.0.179, ,1,26/09/18 12:56,
pi18269015706390,10005cinim,784101,26/09/18 09:57,26/09/18 09:57,26/09/18 13:57,3010,1869960950286300,10.45.0.179, ,1,26/09/18 13:57,
ty18269020117401,10005cinim,784101,26/09/18 10:01,26/09/18 10:01,26/09/18 14:01,3010,1869771842234620,10.45.0.179, ,1,26/09/18 14:01,
wb18248101140473,10005cinim,784101,05/09/18 06:11,05/09/18 06:11,05/09/18 10:11,3009,1848175351559190,10.45.0.179, ,1,05/09/18 10:11,
eq18248025314895,10005divyas,784101,05/09/18 10:53,05/09/18 10:53,05/09/18 14:53,3009,1848720248650410,10.45.0.135, ,1,05/09/18 14:53,
yx18248101559544,10005cinim,784101,05/09/18 06:15,05/09/18 06:15,05/09/18 10:15,3009,1848427601080910,10.45.0.179, ,1,05/09/18 10:15,
kl18248083750898,10005cinim,784101,05/09/18 04:37,05/09/18 04:37,05/09/18 08:37,3009,1848779217470530,10.45.0.179, ,1,05/09/18 08:37,
dj18250085139071,10005divyas,784101,07/09/18 04:51,07/09/18 04:51,07/09/18 08:51,3009,1850100207147180,10.45.0.135, ,1,07/09/18 08:51,
ia18253123301210,10005cinim,784101,10/09/18 08:33,10/09/18 08:33,10/09/18 12:33,3009,1853202645845340,10.45.0.179, ,1,10/09/18 12:33,
el18253123343493,10005cinim,784101,10/09/18 08:33,10/09/18 08:33,10/09/18 12:33,3009,1853549616580420,10.45.0.179, ,1,10/09/18 12:33,
vr18253123443634,10005cinim,784101,10/09/18 08:34,10/09/18 08:34,10/09/18 12:34,3009,1853727049938490,10.45.0.179, ,1,10/09/18 12:34,
au18253123855907,10005cinim,784101,10/09/18 08:38,10/09/18 08:38,10/09/18 12:38,3009,1853141890638420,10.45.0.179, ,1,10/09/18 12:38,
nz18253124233835,10005cinim,784101,10/09/18 08:42,10/09/18 08:42,10/09/18 12:42,3009,1853919515272350,10.45.0.179, ,1,10/09/18 12:42,
wq18253124323525,10005cinim,784101,10/09/18 08:43,10/09/18 08:43,10/09/18 12:43,3009,1853671251836050,10.45.0.179, ,1,10/09/18 12:43,
sb18253124404233,10005cinim,784101,10/09/18 08:44,10/09/18 08:44,10/09/18 12:44,3009,1853213131832310,10.45.0.179, ,1,10/09/18 12:44,
ka18250023733034,10005divyas,784101,07/09/18 10:37,07/09/18 10:37,07/09/18 14:37,3009,1850431742792370,10.45.0.135, ,1,07/09/18 14:37,
cv18250024232219,10005divyas,784101,07/09/18 10:42,07/09/18 10:42,07/09/18 14:42,3009,1850431742792370,10.45.0.135, ,1,07/09/18 14:42,
xh18250024235116,10005divyas,784101,07/09/18 10:42,07/09/18 10:42,07/09/18 14:42,3009,1850431742792370,10.45.0.135, ,1,07/09/18 14:42,
li18253112950977,10005cinim,784101,10/09/18 07:29,10/09/18 07:29,10/09/18 11:29,3009,1853259007982200,10.45.0.179, ,1,10/09/18 11:29,
bz18253123043167,10005cinim,784101,10/09/18 08:30,10/09/18 08:30,10/09/18 12:30,3009,1853468353450640,10.45.0.179, ,1,10/09/18 12:30,
xb18253123209410,10005cinim,784101,10/09/18 08:32,10/09/18 08:32,10/09/18 12:32,3009,1853579078583270,10.45.0.179, ,1,10/09/18 12:32,
mi18257041101505,10005bibins,784101,14/09/18 12:11,14/09/18 12:11,14/09/18 16:11,3009,1857986355368500,10.45.0.207, ,1,14/09/18 16:11,
zw18260124220466,10005bibins,480223,17/09/18 08:42,17/09/18 08:42,17/09/18 11:42,3009,1860815076558360,10.45.0.151, ,1,17/09/18 11:42,
ub18260124653955,10005bibins,480223,17/09/18 08:46,17/09/18 08:46,17/09/18 11:46,3009,1860963204756700,10.45.0.151, ,1,17/09/18 11:46,
nz18260124713499,10005bibins,480223,17/09/18 08:47,17/09/18 08:47,17/09/18 11:47,3009,1860963204756700,10.45.0.151, ,1,17/09/18 11:47,
sv18261090846034,10005bibins,784101,18/09/18 05:08,18/09/18 05:08,18/09/18 09:08,3009,1861900753888470,10.45.0.151, ,1,18/09/18 09:08,
zh18261091400913,10005bibins,784101,18/09/18 05:14,18/09/18 05:14,18/09/18 09:14,3009,1861720786538480,10.45.0.151, ,1,18/09/18 09:14,
fp18261091412749,10005bibins,784101,18/09/18 05:14,18/09/18 05:14,18/09/18 09:14,3009,1861720786538480,10.45.0.151, ,1,18/09/18 09:14,
jg18262090002712,10005bibins,784101,19/09/18 05:00,19/09/18 05:00,19/09/18 09:00,3009,1862396075277520,10.45.0.151, ,1,19/09/18 09:00,
xo18262091417687,10005bibins,784101,19/09/18 05:14,19/09/18 05:14,19/09/18 09:14,3009,1862262078762740,10.45.0.151, ,1,19/09/18 09:14,
te18262103830877,10005bibins,784101,19/09/18 06:38,19/09/18 06:38,19/09/18 10:38,3009,1862262078762740,10.45.0.151, ,1,19/09/18 10:38,
ct18262104011232,10005bibins,784101,19/09/18 06:40,19/09/18 06:40,19/09/18 10:40,3009,1862262078762740,10.45.0.151, ,1,19/09/18 10:40,
gn18262104556990,10005bibins,784101,19/09/18 06:45,19/09/18 06:45,19/09/18 10:45,3009,1862262078762740,10.45.0.151, ,1,19/09/18 10:45,
vc18267081615109,10005bibins,784101,24/09/18 04:16,24/09/18 04:16,24/09/18 08:16,3009,1867352520515680,10.45.0.151, ,1,24/09/18 08:16,
yr18267083647679,10005bibins,784101,24/09/18 04:36,24/09/18 04:36,24/09/18 08:36,3009,1867352520515680,10.45.0.151, ,1,24/09/18 08:36,
